total_enthalpy,free_energy,homo,lumo,gap
-31.88761902,-32.06199074,-0.374833741,-0.280251343,0.090264658
-30.37836535,-30.4916605,-0.36143219,-0.302501486,0.06983747
-25.08113848,-24.50959637,-0.392602767,-0.241496926,0.144197561
-52.39424698,-52.73392049,-0.36325289,-0.244917489,0.117768876
-33.4946918,-33.47093276,-0.346308427,-0.210272355,0.148735293
-53.81592475,-53.86243788,-0.362680168,-0.319757824,0.04653929
-43.35338558,-43.54816644,-0.408518293,-0.284440854,0.114894418
-44.50506677,-44.75576492,-0.390341957,-0.294459274,0.101714362
-33.47987002,-33.15633671,-0.386087815,-0.25853861,0.130940171
-33.42778656,-32.68767256,-0.385590512,-0.263297833,0.127100231
-37.74219764,-37.60624966,-0.379315659,-0.297865522,0.090098281
-56.12272776,-56.40687752,-0.373056699,-0.294909231,0.080025289
-55.5385763,-55.69895577,-0.343707392,-0.245272369,0.098170431
-32.7971242,-33.04832466,-0.382130669,-0.275534004,0.1069914
-38.71657016,-38.53008222,-0.371275854,-0.251501344,0.124412083
-54.69166837,-55.0085854,-0.380659863,-0.234769199,0.146693496
-35.49164024,-34.90398584,-0.423518363,-0.279629384,0.134368762
-24.11573501,-16.63116107,-0.392467112,-0.213858976,0.178167024
-49.12512997,-49.58323421,-0.38012207,-0.290295596,0.094481065
-24.87552567,-25.2107837,-0.357110669,-0.234060487,0.118047047
-45.12697308,-45.33370275,-0.39698398,-0.321103402,0.081093551
-40.89791578,-41.72906936,-0.360403847,-0.254688168,0.098066856
-42.80220317,-42.33603034,-0.358496638,-0.289020006,0.068166392
-31.12947096,-30.96141538,-0.347769499,-0.21651264,0.13179371
-29.79049118,-29.94357346,-0.348382092,-0.214495287,0.152512886
-42.7664133,-43.21218613,-0.358982659,-0.276702904,0.0844499
-32.49137421,-32.24920293,-0.373928497,-0.274562316,0.098833337
-32.89479364,-33.09282913,-0.385833885,-0.277775513,0.107941755
-44.98940535,-44.90377645,-0.337052935,-0.270003582,0.069258092
-19.36045476,-19.93924715,-0.372438183,-0.222448803,0.150261181
-40.13285575,-39.73491357,-0.396103495,-0.297243441,0.110327999
-53.12811105,-53.60417333,-0.370320466,-0.243240881,0.122674333
-24.28659609,-23.44576753,-0.346621202,-0.23381672,0.110598628
-32.1960862,-32.58558266,-0.420434658,-0.275440337,0.145380108
-28.07230497,-27.83335195,-0.380549702,-0.234215952,0.146852213
-26.89054655,-26.7429464,-0.357478135,-0.2296149,0.135895726
-58.22561621,-58.61536565,-0.346230718,-0.2679867,0.081502598
-33.47347233,-33.0092738,-0.372767817,-0.238259432,0.138273066
-31.89858375,-30.22858948,-0.397624594,-0.261738119,0.137251815
-122.7422756,-115.2847542,-0.34820118,-0.296144779,0.051991064
-53.15101917,-53.9733054,-0.35007195,-0.268488975,0.07688133
-21.69100447,-22.15569101,-0.42829273,-0.283969304,0.143604336
-61.42884885,-61.51896918,-0.358699156,-0.316396574,0.040220624
-32.57896546,-32.2728224,-0.359382653,-0.216622115,0.135664159
