total_enthalpy,free_energy,homo,lumo,gap
-46.02466152,-46.21678115,-0.323351911,-0.283669129,0.042009589
-28.20360549,-27.66942895,-0.337041039,-0.290014912,0.056470616
-27.75402824,-28.04011261,-0.371044506,-0.265764102,0.092723614
-30.28590771,-29.58719207,-0.37435238,-0.282033746,0.100111263
-39.40374103,-39.52599067,-0.378773692,-0.312449908,0.071492655
-49.53138749,-50.08443563,-0.365544543,-0.264355146,0.106828418
-51.85050424,-52.42930223,-0.363021286,-0.269505805,0.090181598
-34.73392586,-34.2105411,-0.385958586,-0.247633603,0.137102353
-30.01852471,-30.13029406,-0.388849106,-0.25545512,0.129718996
-55.54059309,-55.98358773,-0.371320129,-0.278985617,0.095024299
-40.39192597,-40.40681274,-0.409446842,-0.325656037,0.078928408
-43.05922974,-42.90116373,-0.32724785,-0.28186065,0.038968258
-38.40753881,-38.21895805,-0.388443153,-0.295909174,0.087319132
-23.84334745,-24.09480767,-0.42240402,-0.308065358,0.112700623
-31.81283851,-31.16472721,-0.37789517,-0.204678441,0.166252664
-32.70403715,-32.99133836,-0.378834184,-0.273076286,0.105896041
-39.4184707,-39.6196006,-0.383489592,-0.314612273,0.07797377
-33.72951448,-33.66624085,-0.364899021,-0.287009152,0.083462873
-19.96062157,-19.40442542,-0.388964694,-0.284148328,0.106779263
-30.4594668,-30.34087224,-0.355851852,-0.326703304,0.032392927
-33.6633653,-33.59406896,-0.35796693,-0.320671198,0.034641566
-54.38272721,-54.76857696,-0.378269439,-0.285858339,0.084537783
-49.14260946,-49.60838991,-0.406404215,-0.312688744,0.090950837
-31.03563936,-31.28203343,-0.374083602,-0.275821222,0.091306106
-29.73145353,-29.95776819,-0.342511936,-0.28583796,0.065518561
-24.5225471,-23.99155023,-0.36852334,-0.228922377,0.139899572
-21.31584313,-20.56976039,-0.382830835,-0.275991197,0.109763598
-28.85858447,-25.14414989,-0.354840962,-0.226903679,0.125393417
-30.4659566,-30.39026959,-0.358240874,-0.261030191,0.104308386
-34.37441527,-34.25036007,-0.373038347,-0.270221529,0.09444177
-46.18817312,-46.58467464,-0.365290172,-0.245864453,0.115358937
-48.05734226,-48.54497586,-0.367862903,-0.295503269,0.073493911
-38.80490596,-38.85953741,-0.375881442,-0.264965644,0.106496991
-33.53596404,-33.42761887,-0.385260856,-0.312143107,0.081151524
-31.89506828,-31.06340542,-0.367800974,-0.205197619,0.168934862
-47.74081751,-48.34304087,-0.358035296,-0.259639483,0.094762439
-53.93614348,-54.62921246,-0.375497765,-0.32918486,0.046910302
-29.81308844,-29.205847,-0.383387452,-0.260075083,0.126100936
-34.40764337,-33.81109929,-0.360975149,-0.226777367,0.123922968
-43.72224901,-44.20233565,-0.374962133,-0.302164984,0.074881546
-43.13503495,-42.88010207,-0.324621979,-0.282534449,0.039370649
-34.92207261,-34.85908195,-0.382220271,-0.273254912,0.110987577
-33.39491154,-33.16214365,-0.367219987,-0.265113283,0.101892229
-34.53598107,-34.68736261,-0.357882991,-0.227167051,0.135131447
-34.59665748,-34.66593994,-0.362559347,-0.230286404,0.134067023
-26.77588311,-27.3468983,-0.357115577,-0.245095963,0.114115814
-23.99392166,-23.50204717,-0.372335216,-0.24475683,0.127359354
-27.21023177,-27.12800914,-0.348090841,-0.215575845,0.14212573
-37.99388768,-37.938616,-0.355162316,-0.229742872,0.129673959
-42.16271951,-42.33865345,-0.383910485,-0.308707872,0.079111854
-53.54593585,-53.75924766,-0.363457664,-0.278614856,0.086211474
-45.06364663,-45.47763752,-0.368746373,-0.260800542,0.102526625
-34.49186115,-34.11298306,-0.393318989,-0.313194327,0.086078907
-78.29771753,-78.75919466,-0.361759057,-0.272489376,0.092032388
-29.84137339,-29.75664548,-0.368717825,-0.258154018,0.112092726
-65.00093724,-65.33814805,-0.368354905,-0.266471143,0.098991999
-68.90227286,-69.22698852,-0.375809463,-0.276299793,0.104645594
-32.27312336,-32.48236363,-0.378871526,-0.312625848,0.076307787
-36.15337767,-36.2089868,-0.402968641,-0.265754834,0.130089478
-34.86951326,-34.9285885,-0.363537764,-0.259810329,0.101881794
-55.27091889,-55.35977627,-0.36925671,-0.287485947,0.086710066
-30.27140064,-30.40931879,-0.375786326,-0.291389927,0.090456396
-47.16081477,-47.46930463,-0.381839932,-0.335023801,0.036851069
-100.5905667,-100.2715649,-0.363195488,-0.252129986,0.122788457
-30.16636252,-30.30095341,-0.364292539,-0.295457594,0.073815145
-30.55007076,-29.62443019,-0.376786062,-0.291427989,0.097308359
-33.73591218,-33.43101393,-0.363327132,-0.277864835,0.090051834
-39.40098161,-39.63974052,-0.382079745,-0.313868554,0.073521049
-16.21348308,-16.92382749,-0.378874193,-0.264570524,0.117662484
-20.40242334,-19.72244725,-0.34974061,-0.260002927,0.101602663
-41.27267031,-40.70109604,-0.424163836,-0.291178915,0.126459958
-32.34983815,-32.16208355,-0.37344238,-0.26391537,0.098336383
-26.81357079,-27.31283249,-0.353630946,-0.241351989,0.114872592
-39.35139275,-39.61168904,-0.380089991,-0.315978546,0.062834546
-42.57484703,-42.69973378,-0.358094573,-0.242933554,0.115021509
